,ARTIST,BORN-DIED,URL,BioText
299,"BASSA, Ferrer",(active 1324-1348),https://www.wga.hu/bio/b/bassa/ferrer/biograph.html,"
Spanish painter and miniaturist who worked for the Aragon court. He is considered the founder of the Catalan School, but the only certain surviving work by his hand is a series of frescos in the chapel of S. Miguel at the convent of Pedralbes near Barcelona, executed in 1345-46 and strongly Italianate in style. Bassa's style was fully developed by his own son, Arnau, and by Ramón Destorrents.



"
300,"BASSANO, Francesco","(b. 1559, Bassano, d. 1592, Venezia)",https://www.wga.hu/bio/b/bassano/francesc/biograph.html,"
Francesco Bassano the Younger (originally Francesco Giambattista da Ponte), Italian painter, eldest son, pupil and employee of Jacopo Bassano. His first independent work is from 1574. He ran the Venetian branch of the workshop until committing suicide a few months after his father's death. Then Leandro took over the workshop.



"
301,"BASSANO, Jacopo","(b. ca. 1515, Bassano, d. 1592, Bassano)",https://www.wga.hu/bio/b/bassano/jacopo/biograph.html,"Italian painter, the most celebrated member of a family of artists who took their name from the small town of Bassano, about 65 km from Venice (original name: Jacopo da Ponte).

"
302,"BASSANO, Leandro","(b. 1557, Venezia, d. 1622, Venezia)",https://www.wga.hu/bio/b/bassano/leandro/biograph.html,"Italian painter, one of the four sons of Jacopo Bassano. He worked in the Venetian studio of the family under Francesco, his elder brother who ran the Venetian branch of the workshop. Francesco committed suicide a few months after his father's death, then Leandro took over the workshop. He was the chief portrait painter of the family, and his portraits are closely allied to those of Tintoretto. Leandro both acquired some distinction and popularity working in Venice, he was knighted by the Doge in 1595 or 1596 (thereafter he sometimes added 'Eques' to his signature).



"
303,"BASSEN, Bartholomeus van","(b. ca. 1590, Den Haag, d. 1652, Den Haag)",https://www.wga.hu/bio/b/bassen/biograph.html,"
Van Bassen was an architect to the courts of Orange and Bohemia, he had a reputation as one of the most important architectural painter of the first half of the seventeenth century. Nothing is known about his training. The first known document related to him is his registration with the Guild of St Luke in Delft in 1613. By 1624 he was a member of the guild at The Hague, of which he became dean in 1627 and headman twice, in 1636 and 1640. He married Aaltgen Pietersdr van Gilst at The Hague in 1624. From 1629 until 1634 he was occupied with commissions from the stadholder Frederick Hendrick for the Honselaarsdijk and Ter Nieuburch palaces near The Hague. In 1630-31 he worked as the principal architect on the rebuilding of the monastery of St Agnes in Rhenen as a residence for Frederick V, Elector Palatine and king of Bohemia, and his wife, Elizabeth Stuart. Van Bassen was also involved in a number of architectural projects at The Hague and elsewhere."
304,"BASSETTI, Marcantonio","(b. 1588, Verona, d. 1630, Verona)",https://www.wga.hu/bio/b/bassetti/biograph.html,"
Italian painter. He was a pupil of Felice Brusasorci, but he soon moved to Venice, where he studied the art of Jacopo Tintoretto in particular, but also that of Jacopo Bassano and of Veronese, whose works he copied in chiaroscuro drawings (mainly Windsor Castle, Royal Library) similar to those of Domenico Tintoretto. Bassetti's early painted Portrait of a Man with a Glove (Verona, Castelvecchio) is essentially Venetian, close to the art of Bassano; his St Peter and St Andrew (both Moruri, S Zeno), both unrefined, rustic works, are similar in style and must also be rare examples of his early paintings."
305,"BAST, Pieter","(b. ca. 1550, Antwerpen, d. 1605, Leiden)",https://www.wga.hu/bio/b/bast/biograph.html,"
Dutch cartographer, engraver and draftsman. He was the child of Josyntje Plantin, who was part of the famous printer Plantin family."
306,"BASTIANI, Lazzaro","(b. ca. 1430, Venezia, d. ca. 1512, Venezia)",https://www.wga.hu/bio/b/bastiani/biograph.html,"
Italian painter, active in Venice. In his early maturity, Bastiani can be described as close to the manner of Bartolomeo Vivarini and Andrea del Castagno. Subsequently, his painting moved nearer to that of Gentile Bellini, albeit in a more archaising taste, as may be observed in the almost rigid figures and the strictly defined and delimited spaces.



"
307,"BASTIEN-LEPAGE, Jules","(b. 1848, Damvillers, Meuse, d. 1884, Paris)",https://www.wga.hu/bio/b/bastien/biograph.html,"
French painter, printmaker, and sculptor. Bastien-Lepage grew up on a farm. Although his earliest efforts in drawing were encouraged, his parents violently objected when he decided to become a professional artist. To mollify them he worked for a time as a postal clerk in Paris while studying at the École des Beaux-Arts. In 1868 he left the civil service and was accepted into Alexandre Cabanel's atelier. During this apprenticeship, Bastien-Lepage won two prizes in drawing, and in 1870 he made his début at the Salon with a Portrait of a Young Man (untraced)."
308,"BATAILLE, Laurent-Edmé",(1758-1819),https://www.wga.hu/bio/b/bataill/biograph.html,"
French architect. He renovated the Hôtel de Beauharnais for Eugène de Beauharnais (1781-1824), prince of the French First Empire, and viceroy of Italy for Napoleon I, who was his stepfather (from 1796) and adoptive father (from 1806). No other biographical data are available.



"
309,"BATAILLE, Nicolas",(c. 1330-c. 1405),https://www.wga.hu/bio/b/bataille/biograph.html,"
Nicolas (Colin) Bataille, French tapestry-weaver and dealer. He was one of the most successful of several French luxury textile merchants based mainly in Paris and Arras during the late 14th century and the only one whose work is known to have survived. He was a citizen of Paris and is referred to variously as a weaver of high-warp tapestries and a merchant. His second wife, Marguerite de Verdun, who came from a family of weavers in Troyes, continued his business after his death with his son Jean (b. ca. 1371)."
310,"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",https://www.wga.hu/bio/b/batoni/biograph.html,"
Italian painter, the last great Italian personality in the history of painting at Rome. He carried out prestigious church commissions and painted numerous fine mythological canvases, many for eminent foreign patrons, but he is famous above all as a portraitist. After Mengs left Rome for Madrid in 1761 his preeminence in this field was unchallenged, and he was particularly favoured by foreign visitors making the Grand Tour (an extensive journey to the Continent), whom he often portrayed in an antique setting."
311,"BATTAGGIO, Giovanni di Domenico",(active 1465-1499 in Lombardy),https://www.wga.hu/bio/b/battaggi/biograph.html,"
Giovanni di Domenico Battaggio (also Battagio da Lodi), Italian master builder and architect. During 1465 and 1466 his name appears in the wages book of the Ospedale Maggiore of Lodi, for which he produced doors, oculi and windows in terracotta. In 1479 he was appointed engineer of the city of Milan, and in 1489 he is mentioned as ducal engineer. He worked on the fortifications at Biasca in 1481. In 1484 Conte Manfredo Landi III (d. 1491) commissioned Battaggio and Agostino Fonduli to finish and decorate the façade of his palazzo in Piacenza (now the Palazzo dei Tribunali)."
312,"BATTEM, Gerrit van","(b. ca. 1636, Rotterdam, d. 1684, Rotterdam)",https://www.wga.hu/bio/b/battem/biograph.html,"
Dutch draughtsman, etcher and painter. He is usually judged by his many signed - and often highly coloured - gouache drawings of landscape views and genre scenes. However, several gouache drawings of religious subjects, for example the Crucifixion (Cleveland, OH, Museum of Art), have been suggested as early works. Between 1648 and 1654 he was very likely a pupil in Rotterdam of Abraham Furnerius, a relative (on his mother's side)."
313,"BAUGIN, Lubin","(b. ca. 1610, Pithiviers, d. 1663, Paris)",https://www.wga.hu/bio/b/baugin/biograph.html,"
French painter, active in Paris. He painted religious works and has earned the nickname ""Le Petit Guide"" (Little Guido) because he was strongly influenced by Guido Reni. This suggests that he visited Italy, but there is no firm evidence. A small group of strikingly austere still-lifes, signed simply ""Baugin"" (examples are in the Louvre), has also been attributed to him, although there is little in common between these pictures and the religious works.



"
314,"BAUM, Paul","(b. 1859, Meissen, d. 1932, San Gimignano)",https://www.wga.hu/bio/b/baum/biograph.html,"
German painter and printmaker, almost exclusively of landscapes. He spent his youth in Meißen, where he began an apprenticeship as a flower painter at the porcelain manufacture at the age of 17. He studied at the Academy in Dresden, then in the atelier of the landscape painter Friedrich Preller the Younger (1838-1901), and then under Theodor Hagen (1842-1919) in the Weimar School of Art."
315,"BAUMGARTNER, Johann Wolfgang","(b. 1702, Kufstein, Tyrol, 1761, Augsburg)",https://www.wga.hu/bio/b/baumgart/biograph.html,"
German painter and etcher. He was born in Tyrol and he learned glass painting in Salzburg. He moved to Augsburg and worked as a glass painter. The ceiling painting in the Sanctuary of the Holy Cross of the former Klosters Mountains is considered as his largest and most important work."
316,"BAURSCHEIT, Jan Peter van, the Elder","(b. 1669, Würmersdorf, d. 1728, Antwerpen)",https://www.wga.hu/bio/b/baursche/biograph.html,"
Flemish sculptor, part of a family of sculptors and architects of German origin. He is listed in the 1691 records of the Guild of St Luke in Antwerp as a student of Petrus Scheemaekers the Elder, and in 1694-95 he was enrolled in the Guild as a master. His early work included numerous commissions for funerary monuments. For the Paris-van den Bruggen family, he carved the stone figure of St Peter Martyr (signed and dated 1700), which forms part of the series of Dominican saints in the choir of St Pauluskerk, Antwerp, where his marble Virgin of Sorrows (1702) for the monument to Pater Abraham van Greyn is also located. The imposing wall tomb of Pieter Ferdinand Roose, Baron van Boechout has a marble figure of Time flanked by marble relief portrait medallions. The stone monument to the Borckhoven-Pemans family (c. 1708; Antwerp, St Jacobskerk) includes a life-size Ecce homo."
317,"BAYEU Y SUBIAS, Francisco","(b. 1734, Zaragoza, d. 1795, Madrid)",https://www.wga.hu/bio/b/bayeu/francisc/biograph.html,"
Spanish painter. He had an eminently successful career, becoming court painter to Charles IV and director of the Academy of San Fernando, but he is now remembered almost solely because he was the brother-in-law of Goya, who spent some time in Bayeu's studio in the 1760s and later painted a memorable portrait of him (Prado, Madrid, 1795). Bayeu painted portraits and also did much decorative work, particularly making cartoons for the royal tapestry factory, where he succeeded Mengs as director in 1777.



"
318,"BAYEU Y SUBIAS, Ramón","(b. 1746, Zaragoza, d. 1793, Aranjuez)",https://www.wga.hu/bio/b/bayeu/ramon/biograph.html,"
Spanish painter and etcher. He assisted his brother Francisco and worked with Goya in Zaragoza 1780, both being then influenced by the Rococo art of Tiepolo. In Madrid, the painter brothers Francisco and Ramón had set up shop in 1763 and Goya soon joined their studio, eventually marrying their sister Josefa."
319,"BAZHENOV, Vasily","(b. ca. 1737, Dol'skoye, d. 1799, St. Petersburg)",https://www.wga.hu/bio/b/bazhenov/biograph.html,"
Russian architect. Bazhenov and his associates Matvey Kazakov (1738-c. 1812) and Ivan Starov were the leading local architects of the Russian Enlightenment, a period dominated by foreign architects (Charles Cameron, Giacomo Quarenghi, Antonio Rinaldi and others)."
320,"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",https://www.wga.hu/bio/b/bazille/biograph.html,"
French Impressionist painter who was born into a wealthy family. He became interested in painting after seeing some works of Eugène Delacroix. His family agreed to let him study painting, but only if he also studied medicine. He moved to Paris in 1862 where he met Pierre-Auguste Renoir and Alfred Sisley, was drawn to Impressionist painting, and began taking classes in Charles Gleyre's studio. After failing his medical exam in 1864, he began painting full-time. His close friends included Claude Monet, Alfred Sisley, and Édouard Manet."
321,"BAZZANI, Giuseppe","(b. 1690, Mantova, d. 1769, Mantova)",https://www.wga.hu/bio/b/bazzani/biograph.html,"
Italian painter. He was the son of the goldsmith Giovanni Bazzani and trained in the studio of Giovanni Canti (1653-1715). Giuseppe was a refined and cultivated artist and as a young man profited from the rich collections of art in Mantua, studying the works of Andrea Mantegna, Giulio Romano, 16th-century Venetian painters, especially Paolo Veronese, and Flemish artists, above all Rubens."
322,"BAZZANTI, Pietro","(b. 1825, Firenze, d. 1895, Firenze)",https://www.wga.hu/bio/b/bazzanti/biograph.html,"
Italian sculptor. He is associated with the sculptors Cesare Lapini, Ferdinando Vichi (1875-1940) and Guglielmo Pugi, all of whom executed works bearing the inscription: Galleria Bazzanti. The gallery, originally the studio of the sculptor Niccolò Bazzanti, the father of Pietro Bazzanti, was inaugurated in 1822 and is still open today."
323,"BEACH, Thomas","(b. 1738, Milton Abbas, d. 1806, Dorchester)",https://www.wga.hu/bio/b/beach/biograph.html,"
English painter. He studied with Joshua Reynolds from 1760 until early in 1762, during which time he was also a student at the St Martin's Lane Academy, London. He probably settled in Bath; his recorded portraits of the 1760s are all of sitters from Dorset or Somerset, and he sent two portraits from an address in Bath to the Society of Artists exhibition of 1772. He exhibited with the Society until 1783, becoming its vice-president (1782) and president (1783). He also exhibited at the Royal Academy (1785-90, 1797). He probably divided his mature practice between London and Bath."
324,"BEALE, Mary","(b. 1633, Barrow, d. 1699, London)",https://www.wga.hu/bio/b/beale/biograph.html,"
English painter, part of a family of painters. She was the daughter of the Rev. John Cradock (?1595-1654), rector of Barrow and an amateur still-life painter. She may have studied painting under Robert Walker. In 1654 she married Charles Beale (1631-1705) who had a keen interest in painting techniques and artists' materials and who had a small but choice art collection. Mary Beale set up a 'paynting room' in their house in Fleet Street, London, where the Beales attracted a lively intellectual circle including Thomas Flatman, the poet and divine Samuel Woodforde, John Tillotson, Archbishop of Canterbury, and Bishop Edward Stillingfleet. By 1660 Mary Beale had not only given birth to two sons, Bartholomew and Charles but had already gained some reputation as an artist. At this period she painted the rather rudimentary Beale Family (c. 1662; London, Geffrye Museum), her earliest known work.  Her early influences seem to have included Robert Walker, the Commonwealth portraitist, and the miniaturist Thomas Flatman."
325,"BEATRIZET, Nicolas","(b. 1507, Thionville, d. 1565, Roma)",https://www.wga.hu/bio/b/beatrize/biograph.html,"
French engraver. He was probably related to a family of goldsmiths from Nancy, but his working life was spent in Italy. He produced many engravings for publishers in Rome and specialized mostly in reproducing Italian paintings, views of ancient Rome and to a lesser extent portraits. He worked for the engraver and publisher Tommaso Barlacchi in 1541 and 1550, producing Joseph Interpreting Pharaoh's Dreams, the Ascension and Christ Delivering Souls from Limbo after Raphael. He also worked for Antonio Salamanca, for whom he made versions of paintings by Raphael, Michelangelo (e.g. Virgin of Sorrows, 1547) and Baccio Bandinelli (e.g. Struggle between Reason and the Passions, 1545).



"
326,"BEAUBRUN, Charles","(b. 1604, Amboise, d. 1692, Paris)",https://www.wga.hu/bio/b/beaubrun/biograph.html,"
Charles Beaubrun (Bobrun), painter, part of a French family of painters. The earliest known member to be associated with the arts was Mathieu Beaubrun I (c. 1525-97), who was a painter and valet de chambre to Henry IV. Two of his sons - the eldest, Mathieu Beaubrun II (d 1608), and the youngest, Henri Beaubrun I - also became painters and valets de chambre to Henry IV, while a third son, Louis Beaubrun (d 1627), became painter to Anne of Austria and then to Louis XIII. The family is principally remembered for two painters in the next generation, Henri Beaubrun II (1603-1677), generally regarded as the son of Henri I, and his first cousin Charles Beaubrun (1604-1692), the eldest son of Mathieu II. Their careers are virtually indistinguishable. Charles's younger brother, Michel Beaubrun (d 1642), was also active as a painter.



"
327,"BEAUFORT, Jacques-Antoine","(b. 1721, Paris, d. 1784, Reuil)",https://www.wga.hu/bio/b/beaufort/biograph.html,"
French painter. He made his public début in 1756 at the newly opened Marseille Académie, where he was listed as a drawing teacher; since nothing is known of his early training, and there is no record of his attempting to enrol at the Académie Royale or to win the Prix de Rome, it seems likely that he studied outside Paris. He did, however, exhibit regularly at the Paris Salon from 1767 to 1783, and he was accepted (agréé) by the Académie Royale in 1766 and received (reçu) in 1771, submitting the painting on which his fame was almost entirely to rest, the Oath of Brutus to Avenge Lucretia (exhibited Salon 1771; Nevers, Musée Municipal). This work played a central role in the development of history painting between the British and French examples of the 1760s and Jacques-Louis David's Oath of the Horatii of 1784 (Paris, Louvre), breaking new ground with its simple, meaningful gestures and architectural setting, although the picturesque costumes and the lack of dramatic focus look back to Rococo taste. While owing something to Gavin Hamilton's Oath of Brutus of 1762-3 (New Haven,Yale Center of British Art), popularized by Domenico Cunego's engraving of 1768, Beaufort's Oath is more virile and direct, emphasizing a heroic resolve to seek revenge and providing David, who drew Beaufort's version in his Versailles sketchbook, with the motif of three arms and hands outstretched to take the oath.



"
328,"BEAUGRANT, Guyot de","(b. ca. 1500, Lorraine, d. 1549, Elvillar)",https://www.wga.hu/bio/b/beaugran/biograph.html,"
Netherlandish sculptor and architect. He first established his reputation in Flanders, where he worked for the Governor of Spanish Netherlands, Margaret of Austria (1480-1530), and executed the important chimney in Bruges celebrating the Holy Roman Emperor Charles V. As an architect, he built for Margaret of Austria her home, the Savoy Court in Mechelen."
329,"BEAUMONT, Claudio Francesco","(b. 1694, Torino, d. 1766, Torino)",https://www.wga.hu/bio/b/beaumont/biograph.html,"
Italian painter of French descent. After a visit to Bologna in 1716, he was sent by Vittorio Amadeo II of Savoy, King of Sicily, to study in Rome (1716-19), where he trained with Francesco Trevisani. Between 1719 and 1723 Beaumont was given various important commissions in Turin, including that for the ceiling painting of Aurora's Chariot (1720) on the second floor of the Palazzo Reale. Around this time he was elected prior of the Confraternità di San Luca, and between 1723 and 1731 he was again in Rome. Vittorio Amadeo II recommended him to Nicolas Vleughels, the director of the Académie de France in Rome, and Beaumont was much influenced by the Roman-French style of Trevisani, Carle van Loo and Charles-Joseph Natoire."
330,"BEAUNEVEU, André","(b. ca. 1330, Valenciennes, d. 1402, Bourges)",https://www.wga.hu/bio/b/beauneve/biograph.html,"

French sculptor and illuminator from Valenciennes, who worked for the French court, Louis de Mâle, Count of Flanders, and the Duc de Berry. Four of the royal effigies in Saint-Denis came from his workshop (Philip VI, John II, Charles V and his queen). The only illuminations certainly by him are the Prophets and Apostles of the Duc de Berry's Psalter (Bibliothèque Nationale, Paris, 1380-85). Beauneveu's style in sculpture and painting looked forward to the general northern European trend towards naturalism in the 15th century.



"
331,"BEAUVARLET, Jacques-Firmin","(b. 1731, Abbeville, d. 1797, Paris)",https://www.wga.hu/bio/b/beauvarl/biograph.html,"
French engraver. He went to Paris when young, and was instructed in the art by Charles Dupuis and Laurent Cars. He married, in 1761, Catherine Jeanne Françoise Deschamps, an engraver who died in 1769 at the age of thirty-one. He married again in 1770, but became for a second time a widower in 1779. Eight years later, in 1787, he married Marie Catherine Riollet, who, like his first wife, was an engraver."
332,"BEAUX, Cecilia","(b. 1855, Philadelphia, d. 1942, Gloucester)",https://www.wga.hu/bio/b/beaux/biograph.html,"
American painter. She began her career painting on porcelain and producing lithographs and portrait drawings. She studied with Catharine Ann Drinker (1871), Francis Adolf van der Wielen (1872-73) and Camille Piton (1879), at the Pennsylvania Academy of the Fine Arts in Philadelphia (1877-78), and privately with William Sartain (1881-83). Under Sartain's guidance, she learnt to paint, producing her first major portrait, the Last Days of Infancy (1883-5; private collection). She completed her art training in Paris at the Académie Julian and the Académie Colorossi (1888-89). She had the coaching of painters like Robert-Fleury, Bouguereau and Dagnan Bouveret."
333,"BECCAFUMI, Domenico","(b. ca. 1486, Castel Monaperto, d. 1551, Siena)",https://www.wga.hu/bio/b/beccafum/biograph.html,"
Beccafumi, Domenico (1486?-1551), Italian Mannerist painter, who worked in Siena. Originally named Domenico di Pace, and also called Il Mecherino, he took the name Beccafumi from his patron, a wealthy Sienese who sent him to study in Siena and Rome. he was, with Parmigianino, the most interesting of the non-Florentine Mannerist painters, and the last of the great Sienese. A member of the High Renaissance generation, his years in Rome (1510-12) saw the painting of Raphael's Stanze and Michelangelo's Sistine Ceiling, both of which influenced him. In such works as the St Catherine Receiving the Stigmata (c. 1515, Pinacoteca Nazionale, Siena) he appears also to have been affected by Fra Bartolomeo, whose work was known in Siena. Soon after his return to Siena in 1513 his highly personal style displays characteristics usually associated with the Mannerism of the following decade; his use of strong effects of perspective and contapposto, his intensity of emotion, and his use of subtle, shot colour, as well as of lurid effects of light, are all stylistic features of central Italian painting of the 1530s and 1540s, which he probably knew as a result of the dispersal of Roman artists after the Sack of 1527.

"
334,"BECCARUZZI, Francesco","(b. ca. 1492, Conegliano, d. before 1563, Treviso)",https://www.wga.hu/bio/b/beccaruz/biograph.html,"
Italian painter. Little of his life is known; most of his documented works were completed in the town of Conegliano, in the province of Treviso. He was probably a pupil of Pordenone, and was also influenced by the painting of Bonifacio de'Pitati, Titian and Jacopo Bassano. "
335,"BECK VON LEOPOLDSDORF, Hieronymus","(b. 1525, d. 1596, Ebreichsdorf)",https://www.wga.hu/bio/b/beck/biograph.html,"
Austrian nobleman and scholar, son of the Lower Austrian Chancellor Markus Beck. He was brought together with the royal children and studied at the University of Padua. He was the Lower Austrian Kammerrat (1555) and Hofkammerrat (1563). Beck inherited the rule of Niederwaltersdorf (1554) Ebreichsdorf (1572), "
336,"BEECHEY, Sir William","(b. 1753, Burford, d. 1839, London)",https://www.wga.hu/bio/b/beechey/biograph.html,"
English portrait painter. He was originally meant for a conveyancer, but a strong love for painting induced him to become a pupil at the Royal Academy in 1772. Some of his smaller portraits gained him considerable reputation; he began to be employed by the nobility, and in 1793 became associate of the Royal Academy. He painted many notabilities, including Nelson and Mrs. Siddons. He executed in all 364 portraits."
337,"BEECKMAN, Andries",(active 1651-57 Dutch East Indies),https://www.wga.hu/bio/b/beeckman/biograph.html,"
Little is known about this Dutch painter, but he seems to have been born in the town of Deventer in the first quarter of the 17th century. A legal document dated, 24th August 1651, relates to some court action involving the painter. It seems evident that shortly after he travelled to the Dutch East Indies. Here he must have executed numerous paintings representing fruits and flowers, together with animals. He must also have executed some landscapes. Other Dutch painters in the 17th century were to travel to these newly discovered lands, which had been established by the early Dutch traders. Here most of the trading was for exotic spices, colour dies and other commodities, and for young artists travelling to these far off lands the plethora of rare and exotic birds, animals, insects, fruits and vegetables must have proved overwhelming."
338,"BEER, Jan de","(b. ca. 1475, Antwerpen, d. ca. 1528, Antwerpen)",https://www.wga.hu/bio/b/beer/biograph.html,"
Flemish painter and draughtsman (identical with the Master of the Milan Adoration). He is first mentioned in 1490 in the register of the Antwerp Guild of St Luke, apprenticed to the painter Gillis van Everen (fl 1477-1513). In 1504 de Beer became a master. He subsequently served as alderman of the guild in 1509 and dean in 1515, although he found himself temperamentally unsuited to the position of dean, as is known from a lawsuit he filed in 1519 regarding guild administration. This document also reveals that de Beer participated in the preparations for Charles V's 'Joyous Entry' into Antwerp in 1515 and for the Antwerp Society of Rhetoricians' entry that year in the Malines landjuweel (regional competition of the rhetoricians). In 1510 and 1513 de Beer enrolled apprentices; his son Aert de Beer (c. 1509-before 6 Aug 1540) became an Antwerp master in 1529. The artist is undocumented between 1519 and 1528, by which date he was dead. In 1567 Guicciardini included de Beer in his list of famous Netherlandish painters.



"
339,"BEER, Franz","(b. 1660, Au im Bregenzerwald, d. 1726, Bezau)",https://www.wga.hu/bio/b/beer_f/franz/biograph.html,"
Austrian architect from Voralrberg, part of a family of architects active mostly in south Germany and Switzerland. He was one of the most talented of the family. He worked mainly on church buildings at monasteries in southern Germany, chiefly in Upper Swabia, and Switzerland."
340,"BEER, Johann Michael","(b. 1700, Bezau, d. 1767, Bezau)",https://www.wga.hu/bio/b/beer_f/johann/biograph.html,"
Austrian architect, part of a family of architects active mostly in south Germany and Switzerland. He was the son of Franz Beer."
341,"BEER, Michael","(b. ca. 1605, Vorarlberg, d. 1666, Bezau)",https://www.wga.hu/bio/b/beer_f/michael/biograph.html,"
Austrian architect from Voralrberg, part of a family of architects active mostly in south Germany and Switzerland. He was the first member of the family to come to eminence. He worked at the abbey church of St Lorenz, Kempten, which on plan is a mixture of the longitudinal and centralized type, with a domed octagon set between chancel and nave."
342,"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)",https://www.wga.hu/bio/b/beerstra/abrahams/biograph.html,"
Beerstraten was the name of two Dutch landscape painters. Anthonie (1639-65) painted mostly snow scenes somewhat similar to those of Hendrick Avercamp; Jan Abrahamsz used more conventional subject matter."
343,"BEERSTRATEN, Anthonie",(active 1635-1665 in Amsterdam),https://www.wga.hu/bio/b/beerstra/anthonie/biograph.html,"
Dutch painter. Anthonie Beerstraten is said to have been active as a painter of winter landscapes and sea battles in Amsterdam from 1635-65. Although the relationship between this artist and other members of the Beerstraten painter family is unclear, the name and subject matter suggest that he was part of this family. Anthonie is thought to have used rather harsh colours. To him is attributed a painting signed A. Beerstraten, depicting a Southern Seaport with the Mariakerk of Utrecht (1667; Utrecht, Centraal Museum).



"
344,"BEERT, Osias","(b. ca. 1580, Antwerpen, d. 1624, Antwerpen)",https://www.wga.hu/bio/b/beert/elder/biograph.html,"
Flemish painter of still-life and flower pieces. In 1596 he went to study with Andries van Baseroo and became a master in Antwerp in 1602. He married Marguerite Ykens on 8 January 1606 and carried on business as a cork merchant. He is specially noted for his paintings of oysters, which show a masterly feeling for colour and texture."
345,"BEERT, Osias the Younger","(b. 1622, Antwerpen, d. ca. 1678, Antwerpen)",https://www.wga.hu/bio/b/beert/younger/biograph.html,"
Flemish painter, son of Osias Beert the Elder. He was admitted at the Guild of St Luke of Antwerp in 1645. He followed in the steps of his father. His still-lifes present recurring fresh and cooked food as well as table ware on a tilted table-top. The frontal, serialised featuring of the different items enables painter and viewer alike to identify details all the better as each coloured element stands out against a dark, neutral background."
346,"BEEST, Sybrand van","(b. ca. 1610, Den Haag, d. 1674, Amsterdam)",https://www.wga.hu/bio/b/beest/biograph.html,"
Dutch painter. He was a pupil of Adriaen van de Venne, and  was influenced by Jan van Goyen. He is known for landscapes with figures in the manner of Isaack van Ostade.


"
347,"BÉFORT, Mathieu","(b. 1813, Paris, d. 1880, Paris)",https://www.wga.hu/bio/b/befort/biograph.html,"
French cabinet-maker, known as Béfort Jeune because he always stamped his work 'Béfort Jeune,' or had the reverse of his bronze mounts stamped BJ. He was the son of Jean-Baptiste Béfort (1783-1840), who was of Belgian origin and renowned for having supplied furniture for the apartments of the Duc d'Orléans. His older brother Bernard Béfort was active between 1836 and 1858, which was the date after which Mathieu took over the business until 1878."
348,"BEGA, Cornelis","(b. ca. 1620, Haarlem, d. 1664, Haarlem)",https://www.wga.hu/bio/b/bega/biograph.html,"
Dutch painter, draughtsman and etcher. He was born into prosperous circumstances; his mother, Maria Cornelis, inherited half the estate (gold, silver, paintings, drawings and prints) and all of the red chalk drawings of her father, Cornelis Cornelisz. van Haarlem, a renowned Mannerist artist. Bega's father was Pieter Jansz. Begijn (d 1648), a gold- and silversmith. Like other family members, Bega was probably Catholic. Houbraken's claim that Bega studied with Adriaen van Ostade is likely to be correct; this was probably before 24 April 1653, when Bega joined Vincent Laurentsz. van der Vinne in Frankfurt for a journey through Germany, Switzerland and France. Bega had returned to Haarlem by 1 September 1654, at which time he joined the Guild of St Luke; he was already a competent draughtsman, as indicated by his first extant dated work, Interior with a Nursing Mother (1652; Frankfurt am Main, Städelsches Kunstinstitut), and by a remarkable double portrait (Amsterdam, Rijksmuseum) drawn by him and Leendert van der Cooghen in 1654.

"
349,"BEGARELLI, Antonio","(b. ca. 1499, Modena, d. 1565, Modena)",https://www.wga.hu/bio/b/begarell/biograph.html,"
Italian sculptor, part of a family of sculptors. He was the son of a kiln owner, and his formative influences probably included works by the Emilian terracotta sculptors Benedetto degli Erri, Galeotto Pavesi, Guido Mazzoni and Giovanni dell'Abate. He may have trained with Giovanni, and it has been suggested that he was apprenticed to Alfonso Lombardo in Bologna; certainly he was aware of artistic developments in Bologna, Ferrara and Parma."
350,"BEGAS, Carl the Elder","(b. 1794, Hainsberg bei Aachen, d. 1854, Berlin)",https://www.wga.hu/bio/b/begas/carl/biograph.html,"
Painter, part of a German family of artists. For more than a century, art life in Berlin was influenced by six members of this family: the painter Carl Begas, his four sons and a grandson. The forefathers of the Begas family apparently came from Spain via the Netherlands, and an earlier spelling of their name was Begasse."
351,"BEGAS, Reinhold","(b. 1831, Berlin, d. 1911, Berlin)",https://www.wga.hu/bio/b/begas/reinhold/biograph.html,"
German sculptor, member of a family of artists, the son of Carl Begas the Elder. Between 1846 and 1851 he studied at the Königliche Akademie der Künste in Berlin, initially under Johann Gottfried Schadow, and between 1851 and 1853 he continued his training under Ludwig Wichmann and Christian Daniel Rauch. He then began to work independently in Berlin and, after entering his first competition with a Head of Christ, in 1854 he carved the marble group Hagar and Ishmael (plaster version, 1852; Berlin, National Galerie). These were his only sculptures with religious subject-matter, as his work was essentially of and for a humanistic age."
